,Unnamed: 0,text,sentiment,clean_text,label,username,date
434,434,"di kampung daun , selain makanan nya yang enak kita juga dapat menikmati keindahan alam dan kampung sunda . luangkan waktu yang cukup untuk bersantai di bale-bale sambil menikmati hidangan khas sunda yang nikmat .",positive,"di kampung daun , selain makanan nya yang enak kita juga dapat menikmati keindahan alam dan kampung sunda . luangkan waktu yang cukup untuk bersantai di balebale sambil menikmati hidangan khas sunda yang nikmat .",2,fitriamelinda10,2023-12-29
435,435,"insya allah awal istimewa , mantan presiden bapak h doktor purnawirawan jendral sby . bapak presiden h ir jw . foldedhands",neutral,"insya allah awal istimewa , mantan presiden bapak h doktor purnawirawan jendral sby . bapak presiden h ir jw . foldedhands",0,kumparan,2023-01-14
436,436,"pilihan yang banyak atas seafood , kepiting bakar dan kerang merupakan pilihan yang baik di restoran ini",positive,"pilihan yang banyak atas seafood , kepiting bakar dan kerang merupakan pilihan yang baik di restoran ini",2,humaspandak86,2023-10-30
437,437,"entah ya , beberapa film indonesia yang saya tonton sering nya begitu , belum mampu bercerita dengan baik , jadi gregetan .",negative,"entah ya , beberapa film indonesia yang saya tonton sering nya begitu , belum mampu bercerita dengan baik , jadi gregetan .",1,polisiterentang,2023-05-27
438,438,"hasil quick count pilgub kalbar 2018 , sutarmidji - norsan unggul",neutral,"hasil quick count pilgub kalbar 2018 , sutarmidji norsan unggul",0,djpb_aceh,2023-10-28
439,439,saya bosan dengan sinetron teroris,negative,saya bosan dengan sinetron teroris,1,djpb_aceh,2023-12-28
440,440,"tempat makan dengan sajian tradisional dan nostalgia , menyediakan menu makanan seperti krupuk banjur , mi godog , mi goreng , bihun goreng , nasi goreng , juga menu chinese makanan seperti kwetiau goreng siram , nasi capcay , dan lain-lain . porsi yang disajikan cukup besar terutama untuk nasi goreng nya . dekorasi resto dengan koleksi barang-barang zaman dahulu cukup menarik untuk nostalgia .",positive,"tempat makan dengan sajian tradisional dan nostalgia , menyediakan menu makanan seperti krupuk banjur , mi godog , mi goreng , bihun goreng , nasi goreng , juga menu chinese makanan seperti kwetiau goreng siram , nasi capcay , dan lainlain . porsi yang disajikan cukup besar terutama untuk nasi goreng nya . dekorasi resto dengan koleksi barangbarang zaman dahulu cukup menarik untuk nostalgia .",2,atika_rahm,2023-06-29
441,441,"restoran ini mirip dengan kompetitor nya yaitu steak shake , menawarkan steak murah harga mahasiswa . soal rasa sebenarnya tergantung selera . ada yang lebih suka makan ke omong ada yang lebih suka ke kompetitor nya . tempat stategis di kawasan mahasiswa dipati ukur .",positive,"restoran ini mirip dengan kompetitor nya yaitu steak shake , menawarkan steak murah harga mahasiswa . soal rasa sebenarnya tergantung selera . ada yang lebih suka makan ke omong ada yang lebih suka ke kompetitor nya . tempat stategis di kawasan mahasiswa dipati ukur .",2,polisiterentang,2023-02-27
442,442,tidak marah,positive,tidak marah,2,masykur33263800,2023-09-29
443,443,saya tidak marah walaupun ditinggalkan oleh teman ketika berangkat sekolah,positive,saya tidak marah walaupun ditinggalkan oleh teman ketika berangkat sekolah,2,polisiterentang,2023-11-01
444,444,tidak menyenangkan,negative,tidak menyenangkan,1,polisiterentang,2023-12-09
445,445,"nasi liwet yang sudah terkenal ini saya dan keluarga ku njungi pada juni 2015 , tempat yang luas , bagus , dan sejuk menambah rasa penasaran kami sekeluarga akan makanan nya . kami pesan nasi liwet komplit dan gurame bakar , ternyata setelah kita makan , rasanya biasa saja dan harga mahal . tapi boleh dicoba untuk nikmati suasana alam nya .",positive,"nasi liwet yang sudah terkenal ini saya dan keluarga ku njungi pada juni 2015 , tempat yang luas , bagus , dan sejuk menambah rasa penasaran kami sekeluarga akan makanan nya . kami pesan nasi liwet komplit dan gurame bakar , ternyata setelah kita makan , rasanya biasa saja dan harga mahal . tapi boleh dicoba untuk nikmati suasana alam nya .",2,polisiterentang,2023-10-06
446,446,itu yang biru dari itb ? goblok amat .,negative,itu yang biru dari itb ? goblok amat .,1,localnutshell,2023-07-09
447,447,"makanan nya di sini enak roti bakar nya , tambahan nya keju dan coklat nya melimpah ruah , selain itu indomie keju telor kornet nya juara banget .",positive,"makanan nya di sini enak roti bakar nya , tambahan nya keju dan coklat nya melimpah ruah , selain itu indomie keju telor kornet nya juara banget .",2,haluan_media,2023-10-26
448,448,makan bersama keluarga dan anak kurang cocok . karena merokok dan not merokok digabung . memesan serabi coklat pisang keju agak terlalu kering buat nya . minum juice mangga oke rasanya .,positive,makan bersama keluarga dan anak kurang cocok . karena merokok dan not merokok digabung . memesan serabi coklat pisang keju agak terlalu kering buat nya . minum juice mangga oke rasanya .,2,kalamupidivann,2023-05-09
449,449,tetapi jujur saja aku tidak suka dengan admin2 fanbase yang menggiring opini kayak gini . immature .,negative,tetapi jujur saja aku tidak suka dengan admin2 fanbase yang menggiring opini kayak gini . immature .,1,prayoga8_,2023-09-28
450,450,"buat yang datang , coba saja buat alasan dengan bilang mau beli pembalut charm buat ibu atau teman atau doi",neutral,"buat yang datang , coba saja buat alasan dengan bilang mau beli pembalut charm buat ibu atau teman atau doi",0,morawapolsek,2023-03-14
451,451,bagi yang suka menu menu barat tempat ini bisa jadi salah satu rekomendasi yang pas untuk sekadar makan atau untuk nongkrong sama teman teman,positive,bagi yang suka menu menu barat tempat ini bisa jadi salah satu rekomendasi yang pas untuk sekadar makan atau untuk nongkrong sama teman teman,2,syarifntoke,2023-03-08
452,452,restoran ini menyediakan berbagai mavcam menu pork . nasi bagor babi goreng dan bigul babi guling enak dengan harga perporsi 38 ribuan . sup nya juga . resto ini port ribu nya rasanya lumayan .,positive,restoran ini menyediakan berbagai mavcam menu pork . nasi bagor babi goreng dan bigul babi guling enak dengan harga perporsi 38 ribuan . sup nya juga . resto ini port ribu nya rasanya lumayan .,2,aristifanniy,2023-12-02
453,453,"kami ke sana hari selasa sekitar jam 1500 pelayanan cukup cepat , penyajian makanan juga cepat , ramah tidak menyesal ke sini dan mau ke sini lagi .",positive,"kami ke sana hari selasa sekitar jam 1500 pelayanan cukup cepat , penyajian makanan juga cepat , ramah tidak menyesal ke sini dan mau ke sini lagi .",2,jaytofa,2023-11-04
454,454,"lekuk . sama kayak habib - nya yang kabur . tidak usah sok mengaku nu , mas . nanti diciduk ternyata fpi , hti .",negative,"lekuk . sama kayak habib nya yang kabur . tidak usah sok mengaku nu , mas . nanti diciduk ternyata fpi , hti .",1,medcom_id,2023-03-07
455,455,"batagor kingsley ukuran nya lumayan gede , dan rasanya memang gila . saya sendiri sampai bawa buat oleh-oleh buat makan di rumah sama keluarga dan keluarga saya juga suka banget makan batagor yang gila ini . dan makan dua buah sudah cukup mengenyangkan karena ukuran nya itu . tapi kalau beli sering-sering sih agak lumayan mikir juga karena harga satuan nya rp 12.000 ,-, tapi ya saya sih mau mau saja karena rasanya sangat membekas .",positive,"batagor kingsley ukuran nya lumayan gede , dan rasanya memang gila . saya sendiri sampai bawa buat oleholeh buat makan di rumah sama keluarga dan keluarga saya juga suka banget makan batagor yang gila ini . dan makan dua buah sudah cukup mengenyangkan karena ukuran nya itu . tapi kalau beli seringsering sih agak lumayan mikir juga karena harga satuan nya rp 12.0 ,, tapi ya saya sih mau mau saja karena rasanya sangat membekas .",2,bemfmipaui,2023-06-09
456,456,"tempat ini menawarkan minuman kelas atas dengan harga selangit , meskipun begitu mereka cukup kreatif dengan menawarkan berbagai jenis menu yang mengundang selera , pelayanan nya baik dan rata-rata pelayan yang dimilik lugas dan cekatan dalam menyiapkan pesanan .",positive,"tempat ini menawarkan minuman kelas atas dengan harga selangit , meskipun begitu mereka cukup kreatif dengan menawarkan berbagai jenis menu yang mengundang selera , pelayanan nya baik dan ratarata pelayan yang dimilik lugas dan cekatan dalam menyiapkan pesanan .",2,satlantasreskrw,2023-08-11
457,457,pdip pilih usung pasangan farid - sudarmawan di pilkada bangkalan,neutral,pdip pilih usung pasangan farid sudarmawan di pilkada bangkalan,0,lingkarjatimcom,2023-01-10
458,458,"dibandingkan resto sunda lainnya , rasanya tidak istimewa . saya memesan ayam hejo , dengan rasa yang kurang enak . makanan dinikmati beralaskan daun pisang . tempat nya selalu ramai terutama pada siang hari .",positive,"dibandingkan resto sunda lainnya , rasanya tidak istimewa . saya memesan ayam hejo , dengan rasa yang kurang enak . makanan dinikmati beralaskan daun pisang . tempat nya selalu ramai terutama pada siang hari .",2,babemude,2023-06-03
459,459,makanan di sini benar-benar tidak sesuai lidah saya dengan harga yang tidak setimpal sih menurut saya . cuma mungkin bisa cocok dengan lidah visitor lain . tidak tahu juga sih . menu nya makanan barat .,positive,makanan di sini benarbenar tidak sesuai lidah saya dengan harga yang tidak setimpal sih menurut saya . cuma mungkin bisa cocok dengan lidah visitor lain . tidak tahu juga sih . menu nya makanan barat .,2,panggabeanedwin,2023-09-20
460,460,wikileaks : sby minta bin memata - matai yusril,neutral,wikileaks sby minta bin memata matai yusril,0,putra_jamparing,2023-09-14
461,461,"chinesse makanan di sini enak banget ! kalau ke sini pilih menu sudah tidak usah water tidak enak deh , di sini maka semua menu-menu nya enak tidak ada yang tidak enak . terus selain itu restoran ini nge hits sekali nih ! sejak mami papi saya kecil sampai sekarang punya anak masih tetap jaya",positive,"chinesse makanan di sini enak banget ! kalau ke sini pilih menu sudah tidak usah water tidak enak deh , di sini maka semua menumenu nya enak tidak ada yang tidak enak . terus selain itu restoran ini nge hits sekali nih ! sejak mami papi saya kecil sampai sekarang punya anak masih tetap jaya",2,kang_potoo,2023-10-12
462,462,bukti jokowi orang nya jauh lebih rendah hati,positive,bukti jokowi orang nya jauh lebih rendah hati,2,mediaindonesia,2023-10-21
463,463,"nyobain paket nasi liwet gurame isi nya lengkap banget gurame , ikan asin peda , tempe , tahu dan kerupuk . porsi nya besar saya berempat 2 dewasa dan 2 anak-anak masih sisa banyak banget minta dibungkus deh akhirnya . rasanya enak .",positive,"nyobain paket nasi liwet gurame isi nya lengkap banget gurame , ikan asin peda , tempe , tahu dan kerupuk . porsi nya besar saya berempat 2 dewasa dan 2 anakanak masih sisa banyak banget minta dibungkus deh akhirnya . rasanya enak .",2,turnbackhoax,2023-12-10
464,464,javaland springbed new imperial mencoba menyajikan kesempurnaan dan kenyamanan .,neutral,javaland springbed new imperial mencoba menyajikan kesempurnaan dan kenyamanan .,0,polsekwonodadi1,2023-05-18
465,465,"dulu membanggakan partai demokrat sekarang menjelekkan , dulu menjelekkan pak jokowi sekarang membanggakan , dasar muka dua , azab allah menanti bang hahahahha",negative,"dulu membanggakan partai demokrat sekarang menjelekkan , dulu menjelekkan pak jokowi sekarang membanggakan , dasar muka dua , azab allah menanti bang hahahahha",1,fyahyab,2023-10-10
466,466,raski mokodompit : perayaan natal di manado cermin toleransi antar umat beragama sulut,neutral,raski mokodompit perayaan natal di manado cermin toleransi antar umat beragama sulut,0,kubupolsek,2023-10-14
467,467,anak sekarang suka mencuri,negative,anak sekarang suka mencuri,1,djbourned,2023-05-23
468,468,"menyajikan salah satu ambokueh yang paling nikmat di bandung , juga menjual bacang yang nikmat . ambokueh yang disajikan di sini lembut kenyal , juga ditemani telur , kedua sosis amciang ngohiang , tahu , mentimun serta saus lo yang sangat khas baik aroma maupun rasanya . citarasa saus nya sedikit manis dengan ditambah campuran bawang putih tumbuk , kecap asin dan cuka .",positive,"menyajikan salah satu ambokueh yang paling nikmat di bandung , juga menjual bacang yang nikmat . ambokueh yang disajikan di sini lembut kenyal , juga ditemani telur , kedua sosis amciang ngohiang , tahu , mentimun serta saus lo yang sangat khas baik aroma maupun rasanya . citarasa saus nya sedikit manis dengan ditambah campuran bawang putih tumbuk , kecap asin dan cuka .",2,sonorafm92,2023-06-27
469,469,para murid grup cabul lagi mau sebar sara di pilkada jawa barat maklum imam nya cabul pasti pengikut nya otak juga dari sampah itu fpi teroria asu,negative,para murid grup cabul lagi mau sebar sara di pilkada jawa barat maklum imam nya cabul pasti pengikut nya otak juga dari sampah itu fpi teroria asu,1,maizputra,2023-11-10
470,470,"naik kereta jayabaya malang - jakarta berhenti di gubeng , tiket 35 ribu plus asuransi 6 ribu via traveloka",neutral,"naik kereta jayabaya malang jakarta berhenti di gubeng , tiket 35 ribu plus asuransi 6 ribu via traveloka",0,lembangnews,2023-11-30
471,471,harus nya ahok di tembak mati saja sudah melakukan penistaan agama .,negative,harus nya ahok di tembak mati saja sudah melakukan penistaan agama .,1,polsekkepanjen2,2023-05-14
472,472,"steak yang saya pilih disajikan tidak selagi panas , sehingga sedikit-sedikit enek . seharusnya steak itu disajikan selagi panas",positive,"steak yang saya pilih disajikan tidak selagi panas , sehingga sedikitsedikit enek . seharusnya steak itu disajikan selagi panas",2,buyung_isjoyo,2023-12-07
473,473,"ke sini bersama keluarga besar buat makan siang pas long wijen . tapi untung nya tempat duduk nya banyak jadi walaupun ramai tetap kebagian tempat . yang bikin adem kalau duduk di area dekat kolam ala ampitheater nya . suara air nya bikin adem dan bikin betah . makanan nya enak , porsi nya besar , harga sebanding dengan porsi nya .",positive,"ke sini bersama keluarga besar buat makan siang pas long wijen . tapi untung nya tempat duduk nya banyak jadi walaupun ramai tetap kebagian tempat . yang bikin adem kalau duduk di area dekat kolam ala ampitheater nya . suara air nya bikin adem dan bikin betah . makanan nya enak , porsi nya besar , harga sebanding dengan porsi nya .",2,policeindo1,2023-02-20
474,474,"kota bangsat yang pernah gua temukan ya ini berani terrokyokan hahaha nongkrong juga mentok nya di tepian . kasihan , kagak ada tempat lain ya .",negative,"kota bangsat yang pernah gua temukan ya ini berani terrokyokan hahaha nongkrong juga mentok nya di tepian . kasihan , kagak ada tempat lain ya .",1,ibufoundation,2023-10-17
475,475,"mie naripan merupakan salah satu mi legendaris di bandung saya pribadi sudah sering kali mampir di sini dan tidak pernah kecewa . yang jadi favorit saya adalah yamien manis babat keju . buat saya ini campuran yang sempurna dengan porsi yang menurut saya cukup besar , jadi 1 mangkok bisa sharing berdua .",positive,"mie naripan merupakan salah satu mi legendaris di bandung saya pribadi sudah sering kali mampir di sini dan tidak pernah kecewa . yang jadi favorit saya adalah yamien manis babat keju . buat saya ini campuran yang sempurna dengan porsi yang menurut saya cukup besar , jadi 1 mangkok bisa sharing berdua .",2,yansen15228189,2023-11-18
476,476,ini pertama kali saya datang bersama keluarga ke kampung daun untuk bersantap makan malam . suasana dan konsep yang kampung daun memang sangat menjual karena pengunjung dimanjakan rasa nyaman dengan lingkungan alam yang ditawarkan . selain itu juga untuk makanan yang ditawarkan banyak variasi tapi mereka lebih banyak ke masakan khas sunda .,positive,ini pertama kali saya datang bersama keluarga ke kampung daun untuk bersantap makan malam . suasana dan konsep yang kampung daun memang sangat menjual karena pengunjung dimanjakan rasa nyaman dengan lingkungan alam yang ditawarkan . selain itu juga untuk makanan yang ditawarkan banyak variasi tapi mereka lebih banyak ke masakan khas sunda .,2,infokompmk,2023-12-05
477,477,makanan lengkap dengan resto yang representatif . harga murah dengan diskon menurut umur .,positive,makanan lengkap dengan resto yang representatif . harga murah dengan diskon menurut umur .,2,abdulajiddr,2023-09-22
478,478,"menukarkan 5 poin mendapatkan 1 kupon undian , siapa tahu tahun ini menjadi terberuntungan ku mendapatkan salah satu hadiah nya .",neutral,"menukarkan 5 poin mendapatkan 1 kupon undian , siapa tahu tahun ini menjadi terberuntungan ku mendapatkan salah satu hadiah nya .",0,polsekempat,2023-09-29
479,479,"menu makanan khas sunda yang lengkap ada di sini . mendoan , tumis genjer , gurame , cumi , nasi liwet yang segar . pemandangan yang indah menambah nikmat makan di restoran ini . bagi pengendara mobil yang melintas antar propinsi dapat melepas penat di restoran ini . penempatan kursi dengan meja makan yang luas membuat nyaman . ada lesehan , meja duduk dan pondok yang menghadap ke sawah .",positive,"menu makanan khas sunda yang lengkap ada di sini . mendoan , tumis genjer , gurame , cumi , nasi liwet yang segar . pemandangan yang indah menambah nikmat makan di restoran ini . bagi pengendara mobil yang melintas antar propinsi dapat melepas penat di restoran ini . penempatan kursi dengan meja makan yang luas membuat nyaman . ada lesehan , meja duduk dan pondok yang menghadap ke sawah .",2,polsekempat,2023-05-03
480,480,tiga menteri era gus dur hadiri puncak haul di tebuireng,neutral,tiga menteri era gus dur hadiri puncak haul di tebuireng,0,wendy_pasaribu,2023-04-12
481,481,cebongers sudah panik jokowi diduetkan dua-dua jadi langsep !,negative,cebongers sudah panik jokowi diduetkan duadua jadi langsep !,1,wikowibowo_,2023-09-15
482,482,"setuju 100 %, allah swt pasti maha mengetahui apa maksud setiap manusia , partai politik hanya mengedepankan kepentingan dan abai terhadap aspirasi rakyat , sehingga pemimpin yang rekamjejaka nya baik sering di jegal , selamat menikmati takdir , salam manis .",positive,"setuju 100 , allah swt pasti maha mengetahui apa maksud setiap manusia , partai politik hanya mengedepankan kepentingan dan abai terhadap aspirasi rakyat , sehingga pemimpin yang rekamjejaka nya baik sering di jegal , selamat menikmati takdir , salam manis .",2,buchori_sby,2023-05-03
483,483,"saya coba makan glosis di hegarmanah , glosis harus dicoba adalah ribu nya dan tenderloin aus sangat enak , saus blackpepper jadi favorit",positive,"saya coba makan glosis di hegarmanah , glosis harus dicoba adalah ribu nya dan tenderloin aus sangat enak , saus blackpepper jadi favorit",2,falepiriza,2023-02-09
484,484,inilah bukti bahwa kristen adalah ajaran yang sangat sesat pasti kalian orang-orang kristen memeluk agama kristen hanya ingin masuk surga kan ?,negative,inilah bukti bahwa kristen adalah ajaran yang sangat sesat pasti kalian orangorang kristen memeluk agama kristen hanya ingin masuk surga kan ?,1,pradewitch,2023-04-28
485,485,sungguh beruntung saya bisa makan di the peak resort dining . pertama saya masuk ke the peak saya disambut dengan sangat ramah . sapa salam senyum . indah nya malam itu di the peak menuju arah kota bandung . dan saya pun mencoba memakan steak beef flambe waktu itu . sangat empuk sekali dan lezat .,positive,sungguh beruntung saya bisa makan di the peak resort dining . pertama saya masuk ke the peak saya disambut dengan sangat ramah . sapa salam senyum . indah nya malam itu di the peak menuju arah kota bandung . dan saya pun mencoba memakan steak beef flambe waktu itu . sangat empuk sekali dan lezat .,2,teguhherman,2023-09-30
486,486,yang bodoh itu mulut mu . tak pernah disekolah kan apa . asal kau tahu saja islam tak pernah salah . jadi jangan kau bawa-bawa agama islam . kalau mau komentar sewajarnya adalah .,negative,yang bodoh itu mulut mu . tak pernah disekolah kan apa . asal kau tahu saja islam tak pernah salah . jadi jangan kau bawabawa agama islam . kalau mau komentar sewajarnya adalah .,1,novummaj,2023-07-22
487,487,batagor ini adalah salah satu dari dua kedai batagor paling terkenal di bandung . rasa dari beragam batagor dan somay memang lumayan enak .,positive,batagor ini adalah salah satu dari dua kedai batagor paling terkenal di bandung . rasa dari beragam batagor dan somay memang lumayan enak .,2,novummaj,2023-02-11
488,488,"wkwkwk kasihan ya pak prabowo , paling tahun 2019 kalah lagi",negative,"wkwkwk kasihan ya pak prabowo , paling tahun 2019 kalah lagi",1,saryana06063369,2023-04-28
489,489,"ada resto tradisional , ada yang modern juga . ada masakan sunda , ada makanan barat juga . ada taman bunga , ada tempat bermain . ada danau , ada bukit-bukit juga . lengkap kan ? seharian di sini tidak bakal dosen . banyak tempat foto cantik dan tempat berkumpul kece . pertahankan kebersihan nya ya .",positive,"ada resto tradisional , ada yang modern juga . ada masakan sunda , ada makanan barat juga . ada taman bunga , ada tempat bermain . ada danau , ada bukitbukit juga . lengkap kan ? seharian di sini tidak bakal dosen . banyak tempat foto cantik dan tempat berkumpul kece . pertahankan kebersihan nya ya .",2,seputarinfoindo,2023-05-16
490,490,"bakmi ini tidak sama dengan mi-mi biasa yang ada di bandung , karena ini bakmi dari palembang , jadi buat lidah orang sumatera , mi ini sudah tidak asing . mie nya ukuran nya lebih lebar , dan lebih kenyal . mi ini hanya satu rasa , yaitu asin saja . bakmi nya di hidangkan di piring plus semangkok kecil kuah nya . banyak variasi nya , ada mi ayam , mi cincang , dan mie-mie lainnya .",positive,"bakmi ini tidak sama dengan mimi biasa yang ada di bandung , karena ini bakmi dari palembang , jadi buat lidah orang sumatera , mi ini sudah tidak asing . mie nya ukuran nya lebih lebar , dan lebih kenyal . mi ini hanya satu rasa , yaitu asin saja . bakmi nya di hidangkan di piring plus semangkok kecil kuah nya . banyak variasi nya , ada mi ayam , mi cincang , dan miemie lainnya .",2,humasres_blikot,2023-05-23
491,491,"makan di sini masakan nya sih standar , tapi yang beda adalah suasana nya , keren banget buat melihat pemandangan , apalagi jika malam hari .",positive,"makan di sini masakan nya sih standar , tapi yang beda adalah suasana nya , keren banget buat melihat pemandangan , apalagi jika malam hari .",2,jawapos,2023-11-02
492,492,"apakah bapak joko widodo menghendaki agar pki tidak lagi diperlakukan sebagai penjahat , melainkan sebagai korban ? kita harus mengasihani pki yang jelas-jelas sudah bertindak sangat biadab , menghayati pancasila serta nkri ?",negative,"apakah bapak joko widodo menghendaki agar pki tidak lagi diperlakukan sebagai penjahat , melainkan sebagai korban ? kita harus mengasihani pki yang jelasjelas sudah bertindak sangat biadab , menghayati pancasila serta nkri ?",1,adam63400201,2023-09-28
493,493,bebek nya lumayan enak . apalagi lokasi nya dekat dengan kantor .,positive,bebek nya lumayan enak . apalagi lokasi nya dekat dengan kantor .,2,rajakeudah,2023-01-28
494,494,"untuk rasa biasa , hanya ada sensasi tersendiri , suasana . pemandangan . dekorasi . hawa . berkesan sekali bagi kami yang selalu berkutik di jakarta yang padat dan panas",positive,"untuk rasa biasa , hanya ada sensasi tersendiri , suasana . pemandangan . dekorasi . hawa . berkesan sekali bagi kami yang selalu berkutik di jakarta yang padat dan panas",2,putrikiller,2023-01-04
495,495,resto dengan konsep rumahan . menu nya juga menu rumahan . suasana adem dan tenang . hidangan nya lengkap dari masakan jawa tengahan hingga ke eropa-eropa - an . menu minuman nya juga aneka ragam .,positive,resto dengan konsep rumahan . menu nya juga menu rumahan . suasana adem dan tenang . hidangan nya lengkap dari masakan jawa tengahan hingga ke eropaeropa an . menu minuman nya juga aneka ragam .,2,dys_yes,2023-11-23
496,496,customer service indohome tidak pernah gagal dalam melayani pelanggan,positive,customer service indohome tidak pernah gagal dalam melayani pelanggan,2,ap_airports,2023-05-30
497,497,"hai , untuk starwars shaver bisa lihat di sini tersedia online di jd.id , mataharimall , lazada , tokopedia .",neutral,"hai , untuk starwars shaver bisa lihat di sini tersedia online di jd.id , mataharimall , lazada , tokopedia .",0,ryanhendra10,2023-08-15
498,498,"menyenangkan sekali berada di the restaurant padma hotel , dengan pemandangan yang luar biasa indah , makanan yang enak , tempat yang nyaman dan pelan yang menyenangkan . terima kasih mbak diah sebagai gro dan artha sebagai bartender",positive,"menyenangkan sekali berada di the restaurant padma hotel , dengan pemandangan yang luar biasa indah , makanan yang enak , tempat yang nyaman dan pelan yang menyenangkan . terima kasih mbak diah sebagai gro dan artha sebagai bartender",2,yengran,2023-11-05
499,499,"chiba cafe sebelumnya di jalan . dari . rum . tempat kecil . bangunan tua , sekarang buka cabang di semar no. 1 . jauh lebih bagus dan lebih luas . steak juga enak sekali",positive,"chiba cafe sebelumnya di jalan . dari . rum . tempat kecil . bangunan tua , sekarang buka cabang di semar no. 1 . jauh lebih bagus dan lebih luas . steak juga enak sekali",2,adriantook,2023-01-16
500,500,jawa semua tidak level film nya .,negative,jawa semua tidak level film nya .,1,dacrniel,2023-12-04
501,501,"tunjuk wakil dari hanura , ini penjelasan ridwan kamil",neutral,"tunjuk wakil dari hanura , ini penjelasan ridwan kamil",0,dwiyanadkm,2023-09-22
502,502,ruhut kamu ngomong nya pakai otak sedikit kenapa ? sedikit-sedikit ketawa macam orang gila saja .,negative,ruhut kamu ngomong nya pakai otak sedikit kenapa ? sedikitsedikit ketawa macam orang gila saja .,1,kp2kpkpembuang,2023-09-30
503,503,"menu baanyaakk , bangunan lucu warna warni , kursi banyak , halaman luas , karyawan baik-baik , makanan minuman enak-enak .",positive,"menu baanyaakk , bangunan lucu warna warni , kursi banyak , halaman luas , karyawan baikbaik , makanan minuman enakenak .",2,wana57246240,2023-05-31
504,504,ayam suharti sangat dekat dengan hotel grand serella tempat kami menginap . ayam kremes nya maknyus . beli 1 setengah ekor saat berbuka . kembali lagi beli 1 ekor untuk saur . mantaap,positive,ayam suharti sangat dekat dengan hotel grand serella tempat kami menginap . ayam kremes nya maknyus . beli 1 setengah ekor saat berbuka . kembali lagi beli 1 ekor untuk saur . mantaap,2,rumahsakit_ui,2023-08-09
505,505,awas demo nanti di jedor jedorin sama oknum berwenang mayoritas,negative,awas demo nanti di jedor jedorin sama oknum berwenang mayoritas,1,indonesiawow45,2023-03-15
506,506,"cuma satu kata yang pasti , mari sama-sama kita rapatkan barisan dan terus berusaha untuk segera mengganti pemerintahan agar rakyat bebas dari penderitaan panjang",negative,"cuma satu kata yang pasti , mari samasama kita rapatkan barisan dan terus berusaha untuk segera mengganti pemerintahan agar rakyat bebas dari penderitaan panjang",1,ayundhadewi2,2023-03-04
507,507,"hari ini saya bersama teman saya datang untuk melakukan observasi restoran di karnivor ini mungkin di depan kami disambut baik ataupun ramah tamah tapi sayang nya saat kami melakukan proses pemesanan makanan pelayan tersebut kurang ramah dan tidak terseyum ! dan pada saat memberikan makanan pun mereka menyebutkan makanan tersebut dengan sangat cepat , tidak tersenyum dan langsung pergi tanpa mempersilahkan untuk menyantap makanan .",negative,"hari ini saya bersama teman saya datang untuk melakukan observasi restoran di karnivor ini mungkin di depan kami disambut baik ataupun ramah tamah tapi sayang nya saat kami melakukan proses pemesanan makanan pelayan tersebut kurang ramah dan tidak terseyum ! dan pada saat memberikan makanan pun mereka menyebutkan makanan tersebut dengan sangat cepat , tidak tersenyum dan langsung pergi tanpa mempersilahkan untuk menyantap makanan .",1,sabharatapteng,2023-10-04
508,508,"untung berkumpul atau makan siang pertemuan enak , tetapi terkadang backsound musik twrlalu berisik . over all makanan dan minuman rekomendasi semua , strategis .",positive,"untung berkumpul atau makan siang pertemuan enak , tetapi terkadang backsound musik twrlalu berisik . over all makanan dan minuman rekomendasi semua , strategis .",2,putrialiyahh,2023-11-13
509,509,"yang paling suka makan di kfc depan bip adalah banyak pilihan tempat duduk dan buka 24 jam , bagi yang kelaparan malam-malam dan restoran pada tutup kfc ini pilihan yang tepat .",positive,"yang paling suka makan di kfc depan bip adalah banyak pilihan tempat duduk dan buka 24 jam , bagi yang kelaparan malammalam dan restoran pada tutup kfc ini pilihan yang tepat .",2,bpjstkinfo,2023-01-02
510,510,"truk . they hanya started operating there , bangunan depan hotel acapella . kedai asal dekat sungai buloh . memang dari dulu makanan barat dia tk pernah mengecewakan !",positive,"truk . they hanya started operating there , bangunan depan hotel acapella . kedai asal dekat sungai buloh . memang dari dulu makanan barat dia tk pernah mengecewakan !",2,ellazefa,2023-05-09
511,511,anda ke bandung ? jika tidak coba masakan queen restorant ? sangat-sangat sayang . queen restoran sudah sejak lama sekali . mungkin di atas 40 tahun lalu sudah ada,positive,anda ke bandung ? jika tidak coba masakan queen restorant ? sangatsangat sayang . queen restoran sudah sejak lama sekali . mungkin di atas 40 tahun lalu sudah ada,2,jpnncom,2023-02-27
512,512,"minta dalil agama soal haram nya lgbt , jawaban karni ilyas bungkam ade armando",neutral,"minta dalil agama soal haram nya lgbt , jawaban karni ilyas bungkam ade armando",0,mithaay77996999,2023-08-29
